ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
130460,0,0,0,0,0,0,0,0,0,0
130461,10,10,10,10,10,10,10,34,10,10
130462,0,0,0,7,0,0,9,0,0,0
130463,0,0,0,0,0,0,0,0,0,0
130464,0,0,0,0,0,0,0,0,0,0
130465,0,21,0,0,0,18,0,0,14,0
130466,0,0,23,0,2,0,0,0,8,0
130467,0,0,0,0,0,26,0,0,0,0
130468,10,0,0,0,0,5,0,0,0,0
130469,0,0,7,23,7,0,0,0,0,30
130470,0,0,0,0,0,39,0,0,0,0
130471,6,6,6,6,6,6,6,6,31,23
130472,0,0,13,0,4,0,14,0,0,10
130473,0,0,0,0,0,0,0,0,0,0
130474,0,0,0,0,0,0,0,0,0,0
130475,14,0,0,31,13,0,0,0,18,10
130476,0,0,0,0,0,0,0,0,0,0
130477,0,0,0,0,0,0,0,0,0,0
130478,3,3,3,3,3,3,3,3,3,3
130479,0,0,0,0,24,0,0,0,0,0
130480,40,40,40,40,40,40,40,40,40,40
130481,0,0,0,0,0,0,0,0,0,0
130482,12,12,12,12,12,12,12,12,12,12
130483,3,3,3,3,3,3,3,3,3,3
130484,19,19,19,19,19,19,19,19,19,19
130486,22,0,18,0,0,12,7,0,0,0
130487,0,0,0,0,0,0,0,0,0,0
130488,0,0,0,0,0,0,0,0,0,0
130489,0,0,0,0,0,0,0,0,0,0
130490,39,39,39,39,39,39,39,39,39,39
130491,0,0,0,0,0,0,0,0,0,0
130492,0,0,0,0,0,0,0,0,0,0
130493,30,30,30,30,30,30,30,30,30,30
130494,15,4,0,0,0,0,0,0,0,21
130495,22,22,22,22,22,22,22,22,22,22
130496,0,30,30,0,30,0,0,22,31,0
130497,11,11,11,11,11,11,11,11,11,11
130498,16,0,0,0,41,0,0,0,0,0
130499,0,0,0,0,0,0,0,0,0,0
130500,0,0,0,0,0,12,0,0,0,0
130501,0,0,0,0,0,0,0,0,0,0
130502,0,0,0,0,0,0,0,0,0,0
130503,0,0,0,0,0,0,0,0,0,0
130504,17,17,17,17,17,17,17,17,17,38
130505,7,0,0,12,9,15,15,40,14,0
130506,0,16,0,0,27,0,12,0,0,0
130507,0,0,0,8,0,0,19,0,0,0
130508,0,0,0,0,0,0,0,0,0,0
130509,0,12,0,0,12,0,0,0,0,0
130510,0,0,0,0,0,0,0,0,0,0
130512,24,0,21,0,38,0,12,23,0,0
130513,18,0,9,0,0,0,0,0,0,8
130514,0,9,15,0,0,0,0,7,0,0
130515,0,0,0,0,5,22,21,0,0,0
130516,0,0,0,0,0,0,0,0,0,0
130517,19,19,19,19,19,19,19,19,19,19
130518,7,7,7,7,7,7,7,7,7,7
130519,34,17,8,31,0,38,0,0,23,0
130520,0,14,0,18,8,14,0,0,16,11
130521,11,0,28,0,13,0,40,24,0,0
130522,0,0,0,0,10,0,0,0,0,0
130523,0,0,0,0,0,0,0,0,0,0
130524,0,0,0,0,0,0,0,0,0,0
130525,0,12,0,0,0,0,0,0,15,0
130526,0,0,0,0,0,0,0,0,0,0
130527,0,0,0,0,0,0,0,0,0,0
130528,0,0,0,0,0,0,0,0,0,0
130529,0,0,0,0,0,0,0,0,0,0
130530,0,0,11,0,20,0,12,0,0,3
130531,0,0,0,0,0,0,0,0,0,0
130532,0,0,0,0,0,0,0,0,0,0
130533,0,0,0,0,0,0,0,0,0,0
130534,0,0,0,0,0,0,0,0,0,0
130535,0,0,0,0,0,0,0,0,0,0
130536,0,0,0,0,0,0,0,41,0,9
130537,0,0,15,17,0,4,0,0,0,18
130538,13,13,13,13,13,13,13,13,13,13
130539,0,11,0,0,0,0,0,9,0,0
130540,16,16,16,16,16,16,16,16,16,16
130541,0,0,0,0,0,0,0,0,0,11
130542,40,40,40,40,40,40,40,40,40,40
130543,0,0,0,0,0,13,0,0,0,21
130544,0,0,0,0,0,0,0,0,0,0
130545,0,0,0,0,0,0,0,0,8,0
130546,0,0,0,0,0,0,0,0,0,0
130547,24,0,0,0,0,0,0,0,0,0
130548,0,0,0,0,0,0,0,0,0,18
130549,0,0,0,0,0,0,0,0,0,0
130550,10,14,13,13,19,19,24,0,0,9
130551,27,27,27,27,27,27,27,27,27,27
130552,0,0,0,0,0,19,0,0,0,0
130553,0,0,0,0,0,0,0,0,0,0
130554,0,0,0,0,0,0,0,0,0,0
130555,0,0,0,15,14,0,0,15,0,20
130556,0,0,0,0,0,0,0,0,0,0
130557,0,22,8,11,0,0,0,16,0,0
130558,0,0,0,0,0,0,0,0,0,0
130559,0,0,0,0,0,0,0,0,0,0
130560,12,0,0,20,0,18,0,23,0,12
130561,0,14,0,10,0,14,0,44,0,27
130562,0,0,0,0,0,0,0,0,0,0
130563,0,0,0,0,0,0,0,0,0,0
130564,16,16,16,16,16,16,16,16,16,16
130565,0,0,3,30,0,0,21,12,0,0
130566,0,0,0,0,0,0,0,0,0,0
130567,0,0,0,0,0,0,0,0,0,0
130568,0,0,0,0,0,0,0,0,0,0
130569,24,31,9,0,17,20,21,13,24,17
130570,31,31,31,31,31,31,31,31,31,31
130571,0,0,0,0,0,0,0,0,0,0
130572,0,0,29,0,0,0,0,0,0,14
130573,0,0,0,0,0,0,0,0,0,0
130575,3,3,3,3,3,3,3,3,3,3
130576,0,0,0,15,8,0,0,0,0,0
130577,0,0,0,0,0,0,0,0,0,0
130578,0,0,17,0,0,0,12,0,0,19
130579,0,0,0,21,0,0,0,23,0,0
130580,13,13,13,13,13,13,13,13,13,13
130581,0,0,0,0,0,0,0,0,0,0
130582,0,0,0,0,0,0,9,0,0,49
130583,26,26,26,26,26,26,26,26,26,26
130584,0,16,0,0,9,0,22,19,18,14
130585,27,27,27,27,27,27,27,27,27,27
130586,0,0,0,0,0,0,0,0,0,0
130587,0,0,0,0,0,0,0,0,0,0
130588,0,0,0,0,0,0,0,0,0,0
130589,0,0,0,0,0,0,0,5,0,0
130590,0,0,0,0,0,0,0,0,0,0
130591,0,0,0,0,0,0,0,0,0,0
130592,0,0,0,0,0,0,0,0,0,0
130593,0,0,0,0,0,0,0,0,12,0
130594,0,0,0,0,0,0,0,0,0,0
130595,0,18,0,0,15,0,11,5,0,18
130596,0,0,0,0,25,0,0,0,0,0
130597,0,0,0,0,0,0,0,0,0,0
130598,12,0,0,16,11,23,0,10,0,0
130599,37,13,13,21,24,24,19,11,18,17
130600,0,0,0,0,0,0,23,0,0,0
130601,0,0,0,0,15,0,0,22,0,22
130602,0,0,0,0,0,0,0,0,0,0
130603,0,0,0,0,0,0,0,0,0,0
130604,37,0,14,14,12,0,24,12,14,33
130605,0,14,0,0,0,0,0,0,0,0
130606,0,0,0,0,0,0,0,0,0,0
130607,8,0,0,0,0,0,0,0,0,0
130608,0,0,0,0,0,0,0,0,0,0
130609,0,0,0,0,0,0,0,0,0,0
130610,0,0,0,0,0,0,0,0,0,0
130611,0,0,0,18,0,0,0,22,0,0
130612,0,0,0,0,0,0,0,0,0,0
130613,23,0,0,0,0,0,0,0,0,0
130614,11,11,11,11,11,11,11,11,11,11
130615,8,8,8,8,8,8,8,8,8,8
130616,20,0,0,10,0,0,0,0,0,0
130617,0,0,11,13,29,0,0,0,0,0
130618,0,0,0,0,0,0,0,0,11,0
130619,18,18,18,18,18,18,18,18,18,18
130620,0,0,0,0,0,0,0,0,0,0
130621,0,0,0,0,0,0,0,0,0,0
130622,0,0,0,0,0,0,0,0,0,0
130623,24,24,24,24,24,24,24,24,24,24
130624,8,12,8,11,8,8,8,8,8,8
130625,0,0,0,0,0,0,0,0,10,0
130626,0,29,0,0,0,0,0,0,0,0
130627,0,0,0,0,0,13,0,0,0,0
130628,10,25,26,23,19,20,7,20,11,9
130629,0,27,0,0,11,37,29,0,0,17
130630,0,0,0,0,0,0,0,0,0,0
130631,0,0,0,0,0,0,0,0,0,0
130632,0,0,0,0,0,25,0,0,23,0
130633,30,18,12,29,13,0,0,15,16,0
130634,11,11,11,11,11,11,11,11,11,11
130635,0,0,0,0,0,0,0,0,0,0
130636,0,0,14,0,0,0,23,0,0,0
130637,8,0,10,0,2,0,0,16,0,0
130638,0,0,0,0,0,0,0,0,0,0
130639,0,0,0,0,0,0,0,0,0,0
130640,0,0,0,0,0,0,0,0,0,26
130641,0,9,0,0,0,0,0,0,0,0
130642,0,26,0,0,0,12,0,0,16,11
130643,0,0,0,0,0,0,0,0,0,0
130644,24,24,24,24,24,24,24,24,24,24
130645,26,26,26,26,26,26,26,26,26,26
130646,0,0,14,0,0,0,0,0,0,0
130647,18,0,43,0,2,0,4,0,0,0
130648,0,0,0,26,11,0,0,0,0,0
130649,0,30,22,0,13,15,16,0,16,0
130650,18,18,18,18,18,18,18,18,18,18
130651,15,13,0,28,0,0,0,10,13,13
130652,0,0,0,0,0,0,0,0,0,0
130653,0,0,0,0,0,0,0,0,0,0
130654,0,10,0,3,0,0,0,0,18,0
130655,0,0,0,0,0,0,10,0,0,0
130656,25,0,8,32,0,12,0,0,0,0
130657,0,0,0,0,0,0,0,0,0,0
130658,0,0,0,0,0,0,0,0,0,0
130659,0,0,0,0,0,0,0,0,0,0
130660,0,0,15,0,0,0,0,0,23,0
130661,24,24,24,24,24,24,24,24,24,24
130662,0,0,0,0,0,0,0,0,0,0
130663,0,0,36,19,8,0,15,25,16,18
130664,0,0,0,0,0,0,0,0,0,0
130665,0,0,0,20,0,0,0,0,0,0
130666,11,11,11,11,11,11,11,11,11,11
130667,13,13,13,13,13,13,13,13,13,13
130668,0,0,0,22,0,13,0,0,0,0
130669,0,0,0,0,0,0,0,0,0,0
130670,0,0,0,0,0,0,0,0,3,0
130671,0,0,0,0,0,0,23,0,22,0
130672,19,0,0,17,30,21,0,8,11,0
130673,31,31,31,31,31,31,31,31,31,31
130674,0,0,0,0,0,0,0,0,0,0
130675,0,28,0,0,0,0,0,0,0,8
130676,0,0,0,0,0,0,0,0,0,0
130677,0,0,0,0,0,0,0,0,0,0
130678,0,0,0,0,0,0,0,0,0,0
130679,0,0,0,0,0,0,0,0,0,0
130680,0,0,0,0,0,0,0,0,0,0
130681,0,0,0,0,0,0,0,0,0,9
130682,0,12,24,18,0,31,0,0,0,0
130683,0,0,0,0,0,0,0,0,0,0
130684,12,21,26,15,0,0,27,0,0,16
130685,0,0,0,0,0,0,0,0,0,0
130686,8,20,23,7,13,13,0,0,21,8
130687,0,0,0,0,0,0,0,0,0,0
130688,0,0,3,0,27,0,0,18,0,0
130689,10,15,0,0,0,0,0,6,0,18
130690,20,13,13,13,13,13,13,13,22,13
130691,0,0,0,6,0,0,0,0,0,0
130692,0,9,0,15,0,0,0,0,0,19
130693,0,0,0,0,0,0,0,0,0,0
130694,0,0,0,0,0,0,0,0,0,0
130695,24,24,24,24,24,24,24,24,24,24
130696,0,0,0,0,0,0,0,0,0,0
130697,0,13,19,13,3,14,0,0,18,0
130698,1,1,1,1,1,1,1,1,1,1
130699,0,0,0,0,0,0,0,0,20,0
130700,0,0,0,0,0,0,0,0,0,0
130701,0,0,0,0,0,0,0,0,0,0
130703,13,13,13,13,13,13,13,13,13,13
130704,19,19,19,19,19,19,19,19,19,19
130705,0,0,0,0,0,0,0,0,0,0
130706,0,0,0,0,0,6,0,0,0,0
130707,16,11,0,0,0,0,0,0,0,0
130708,27,20,20,15,29,18,19,24,15,0
130709,0,12,26,0,0,23,31,22,24,5
130710,24,0,36,16,0,0,40,19,8,13
130711,0,0,0,0,0,0,0,0,0,0
130712,15,15,15,15,15,15,15,15,15,15
130713,0,0,0,0,0,0,0,0,0,0
130714,19,19,19,19,19,19,19,19,19,19
130715,0,0,0,0,0,8,0,0,0,0
130716,11,11,11,11,11,11,11,11,11,11
130717,10,0,17,6,33,14,0,0,0,0
130718,0,0,0,0,0,0,0,0,0,0
130719,0,0,0,0,0,0,0,0,0,0
130720,0,0,0,0,0,0,0,0,0,0
130721,0,0,0,0,0,0,0,0,0,0
130722,0,0,0,0,0,0,21,0,0,0
130724,0,0,0,0,0,0,0,0,0,0
130725,0,0,0,0,0,0,0,0,0,0
130726,0,0,0,0,0,0,0,0,0,16
130727,0,0,0,0,0,0,0,0,14,0
130728,0,0,0,0,0,0,0,0,0,0
130729,17,32,15,19,0,0,19,0,0,4
130730,13,13,13,13,13,13,13,13,13,13
130732,0,10,0,0,0,0,0,0,0,0
130733,0,0,0,0,0,0,0,0,0,0
130734,0,0,0,0,0,0,0,0,0,0
130735,0,0,0,0,0,5,0,0,0,0
130736,0,0,0,0,0,16,0,0,0,20
130737,9,0,0,17,0,10,0,15,22,8
130738,0,0,0,0,0,0,0,0,0,0
130739,17,27,5,25,0,0,0,38,0,22
130740,0,0,0,0,0,0,0,0,0,0
130741,25,0,0,0,17,15,11,28,0,17
130742,0,0,0,0,0,0,8,0,0,0
130743,25,25,25,25,25,25,25,25,25,25
130744,0,0,0,0,0,0,0,0,0,0
130745,0,0,0,8,0,0,0,0,0,0
130746,0,0,0,0,0,0,0,0,0,0
130747,11,24,9,9,9,9,9,9,10,9
130748,18,15,19,21,15,15,15,29,15,15
130749,0,24,18,0,0,0,0,0,0,0
130750,0,0,0,0,0,0,0,0,0,0
130751,0,0,20,0,0,0,32,0,0,11
130752,18,9,19,0,30,23,0,0,0,7
130753,19,5,0,17,0,0,21,19,0,0
130754,0,23,0,11,0,25,0,0,0,0
130755,0,0,0,0,0,0,0,0,0,0
130756,0,0,0,0,0,0,0,0,0,0
130757,16,0,13,0,0,0,0,14,0,31
130758,0,0,0,0,0,0,0,0,0,0
130759,0,0,0,0,0,2,0,0,0,4
130760,17,10,14,11,0,0,28,10,0,38
130761,18,7,19,20,8,19,25,8,12,20
130762,27,31,6,0,16,18,0,0,0,8
130763,0,0,0,0,0,0,0,0,0,0
130764,0,0,0,0,0,0,0,0,0,0
130765,12,12,20,12,12,12,12,12,12,12
130766,21,21,21,21,21,21,21,21,21,21
130767,6,21,23,0,37,0,34,35,11,15
130768,0,0,0,0,0,0,0,9,0,22
130769,14,14,14,14,14,14,14,14,14,14
130770,30,18,0,0,20,0,13,49,21,16
130771,0,0,0,0,0,0,5,0,0,0
130772,0,19,0,0,0,0,0,25,0,0
130773,0,0,6,0,0,0,0,0,0,0
130774,0,0,0,0,13,0,10,0,0,0
130775,0,0,0,0,0,28,0,0,31,0
130776,0,0,0,0,0,0,0,0,0,0
130777,0,0,0,0,0,0,0,0,0,0
130778,0,0,0,10,0,0,0,0,11,0
130779,0,0,0,0,0,6,0,0,0,0
130780,0,0,0,0,0,0,0,0,0,0
130781,0,0,0,25,0,0,0,0,0,0
130782,0,0,0,0,0,0,0,0,0,0
130783,0,0,0,0,0,0,0,0,0,0
130784,25,25,25,25,25,25,25,25,25,25
130785,0,0,0,0,0,19,0,0,0,0
130786,0,0,0,20,0,0,0,0,11,38
130787,16,16,16,16,16,16,16,16,16,16
130788,0,0,0,25,0,0,0,0,0,0
130789,17,17,17,17,17,17,17,17,17,17
130790,10,30,20,27,18,10,19,5,0,35
130791,0,0,0,0,0,0,17,0,0,0
130792,0,0,0,0,0,0,0,14,0,0
130793,22,22,22,22,22,22,22,22,22,22
130794,20,0,7,0,0,0,0,0,0,0
130795,39,5,0,17,21,0,10,0,0,10
130796,5,0,0,0,37,27,9,40,22,0
130797,0,15,0,0,23,0,0,3,31,0
130798,17,17,17,17,17,17,17,17,17,17
130799,0,12,11,0,0,0,0,0,0,0
130800,0,0,30,0,0,26,0,0,0,0
130801,0,0,0,0,0,0,0,0,0,0
130802,10,0,0,0,0,0,0,0,0,0
130803,36,30,0,18,0,0,0,0,0,0
130804,0,0,7,0,0,0,0,11,0,0
130805,29,29,29,29,29,29,29,29,29,29
130806,0,29,0,0,0,14,0,37,0,0
130807,0,0,0,0,0,0,0,0,0,0
130808,19,19,19,19,19,19,19,19,19,19
130809,14,0,0,0,0,0,0,0,0,0
130810,0,0,0,0,0,0,0,10,0,0
130811,0,0,0,0,0,0,0,0,0,0
130812,10,10,10,10,10,10,10,10,10,10
130813,16,16,16,16,16,16,16,16,16,16
130814,26,26,26,26,26,26,26,26,26,26
130815,17,17,17,17,17,17,17,17,17,17
130816,0,0,0,0,0,0,0,0,16,0
130817,0,0,0,0,0,0,0,0,0,0
130818,0,0,13,0,0,0,0,0,0,19
130819,7,0,13,37,16,18,8,0,0,0
130820,33,12,0,15,0,17,5,0,3,24
130821,0,0,0,0,0,0,0,0,0,0
130822,13,13,13,13,13,13,13,13,13,13
130823,0,0,0,0,0,0,0,0,0,0
130824,4,4,4,4,17,4,29,4,4,4
130825,0,0,0,0,0,0,0,0,0,0
130826,0,29,0,0,0,0,0,0,0,0
130827,0,26,0,0,35,0,0,0,0,0
130828,0,0,0,0,0,0,0,0,0,11
130829,12,26,0,17,30,20,36,0,28,9
130830,0,0,0,0,0,0,0,0,0,0
130831,0,0,0,0,0,17,0,0,0,0
130832,14,0,0,0,0,0,0,34,7,0
130833,0,0,0,0,0,0,0,0,0,0
130834,10,11,18,7,19,21,13,14,20,37
130835,0,0,0,0,0,0,0,0,0,0
130836,0,0,9,0,0,0,14,0,0,0
130837,26,20,0,7,17,0,0,0,0,18
130838,0,0,0,0,0,0,0,0,0,0
130839,25,25,25,25,25,25,25,25,25,25
130840,0,0,0,0,0,0,0,0,0,0
130841,0,0,0,0,0,0,0,0,0,0
130842,18,0,0,0,0,8,9,0,0,0
130843,0,0,0,0,0,0,8,0,0,0
130844,0,0,0,30,18,37,20,0,19,0
130845,0,0,0,0,0,0,0,0,0,2
130846,5,5,5,5,5,5,5,5,5,5
130847,13,0,11,0,23,0,5,9,0,0
130848,16,16,16,16,16,16,16,16,16,16
130849,0,0,0,0,0,0,0,0,0,0
130850,0,0,29,10,8,26,0,0,0,0
130851,10,10,10,10,10,10,10,10,10,10
130852,0,0,0,0,0,0,0,0,0,0
130853,28,28,28,28,28,28,28,28,28,28
130854,0,0,0,0,0,0,0,0,0,0
130855,0,0,0,0,0,0,0,0,0,0
130856,0,0,0,0,0,0,0,0,0,0
130857,23,0,7,17,0,18,0,20,13,22
130858,0,0,0,0,0,0,0,0,0,0
130859,0,0,0,0,0,0,0,0,0,0
130860,0,0,0,0,0,0,0,0,0,0
130861,0,0,0,12,23,0,0,20,11,0
130862,0,0,0,0,0,0,0,0,0,0
130863,0,0,0,0,0,0,0,0,0,0
130864,19,19,19,19,19,19,19,19,19,19
130865,6,6,6,6,6,16,6,6,6,6
130866,0,0,0,4,0,0,0,0,0,0
130867,10,0,0,0,0,0,18,0,0,5
130868,0,0,26,0,23,21,0,0,0,0
130869,0,0,0,0,0,0,0,0,0,0
130870,0,0,0,0,0,0,0,0,0,0
130871,0,0,0,0,0,0,0,0,0,12
130872,8,0,0,0,0,0,0,0,0,12
130873,8,0,0,0,0,0,0,4,15,0
130874,0,19,0,11,0,0,0,17,23,0
130875,0,0,0,0,0,0,0,0,0,0
130876,0,18,0,0,0,0,0,0,0,0
130877,0,0,0,0,18,0,22,0,0,0
130878,0,0,0,0,0,0,0,0,0,0
130879,33,22,0,0,16,0,0,20,11,23
130880,0,0,0,0,0,19,17,0,28,0
130881,0,0,0,0,0,0,0,0,0,0
130882,18,18,18,18,18,18,18,18,18,18
130883,0,0,0,0,0,0,46,0,0,0
130884,0,0,0,0,0,0,0,0,0,0
130885,0,0,0,0,0,0,0,0,0,0
130886,0,0,0,0,0,21,0,17,0,0
130887,18,18,18,18,18,18,18,18,18,18
130888,0,0,0,0,0,0,0,0,0,0
130889,0,0,0,0,0,0,0,0,0,0
130890,0,0,24,14,0,24,4,0,0,0
130891,0,0,0,0,0,0,0,0,0,0
130892,0,6,18,0,0,0,0,15,30,0
130893,12,0,0,0,15,33,0,0,0,0
130894,0,0,0,0,0,0,0,0,0,0
130895,0,0,0,0,0,0,0,17,0,0
130896,0,17,25,0,0,0,0,0,0,4
130897,0,0,0,0,0,0,0,0,0,0
130898,15,23,6,13,10,0,5,0,22,17
130899,0,0,0,0,0,0,0,0,0,0
130900,0,0,22,0,0,18,0,0,0,0
130901,0,0,0,28,10,0,3,0,5,0
130902,17,10,23,0,25,25,26,19,0,0
130903,0,8,0,51,35,23,24,0,36,13
130904,19,19,19,19,19,19,30,19,19,19
130905,0,0,14,0,0,0,0,0,25,0
130906,18,18,18,18,18,18,18,18,18,18
130907,29,29,29,29,29,29,29,29,29,29
130908,36,36,36,36,36,36,36,36,36,36
130909,21,50,29,9,0,0,35,0,17,0
130910,19,19,19,19,19,19,19,19,19,19
130911,0,0,11,0,0,0,0,0,0,0
130912,25,29,19,17,35,0,20,0,0,13
130913,0,0,0,0,0,0,0,0,0,0
130914,0,0,0,20,0,0,0,0,0,0
130915,34,4,0,0,0,0,0,0,0,10
130916,0,0,0,0,0,0,0,0,0,0
130917,0,0,0,0,0,0,0,0,0,0
130918,0,0,0,0,0,0,0,0,0,0
130919,0,0,0,0,0,0,0,0,0,0
130920,4,0,22,0,0,24,0,0,0,0
130921,2,2,2,2,2,2,2,2,2,2
130922,0,8,0,0,0,0,0,0,0,0
130923,0,0,0,0,0,0,0,0,0,0
130924,0,0,0,0,0,0,0,0,0,0
130925,1,1,1,1,1,1,1,1,1,1
130926,4,4,13,4,4,21,20,4,4,4
130927,18,1,1,1,1,8,1,1,1,1
130928,0,0,0,0,0,0,0,0,0,0
130929,0,0,0,17,0,0,0,0,7,0
130930,40,40,40,40,40,40,40,40,40,40
130931,0,0,0,0,0,0,0,0,0,0
130932,0,0,0,0,0,0,0,5,8,0
130933,0,0,0,0,0,0,0,0,0,0
130934,0,0,0,0,0,0,0,0,0,0
130935,1,1,1,1,1,1,1,1,1,1
130936,0,0,0,0,0,0,0,0,0,0
130937,0,0,0,0,0,0,0,0,0,0
130938,26,26,26,26,26,26,26,26,26,26
130939,35,0,0,10,12,0,3,0,0,24
130940,0,0,0,0,0,0,0,0,0,0
130941,0,0,0,0,0,0,0,0,0,0
130942,0,0,6,0,19,0,0,0,0,31
130943,0,27,0,0,0,0,0,0,0,0
130944,0,0,0,0,0,0,0,0,0,0
130945,0,21,0,5,0,0,0,0,0,12
130946,0,0,0,0,0,0,0,0,0,0
130947,10,10,10,10,10,10,10,10,10,10
130948,31,31,31,31,31,31,31,31,31,31
130949,17,15,23,9,0,6,0,18,18,19
130950,0,0,0,30,0,0,0,6,0,9
130951,0,0,0,0,0,0,0,0,0,0
130952,0,0,0,19,0,16,0,0,0,0
130953,0,0,0,20,22,0,0,15,0,0
130954,18,1,1,1,1,1,1,15,1,1
130955,0,0,0,23,22,30,35,0,9,22
130956,9,0,0,0,0,0,0,21,0,20
130957,0,0,0,0,7,8,0,0,8,0
130958,7,0,0,10,0,0,0,4,0,0
130959,18,18,18,18,18,18,18,18,18,18
130960,0,0,0,0,0,0,0,0,0,0
130961,0,0,0,0,0,0,0,0,0,0
130962,0,0,0,0,24,0,0,0,0,2
130963,0,0,0,0,0,0,0,0,0,0
130964,16,0,0,0,27,7,0,0,0,0
130965,4,4,4,4,4,4,4,4,4,4
130966,7,7,7,7,7,7,15,7,7,23
130967,6,12,9,13,0,0,13,5,12,6
130968,0,0,0,0,0,0,0,0,0,0
130969,0,0,0,31,26,21,0,0,0,8
130970,0,0,0,28,0,19,25,36,12,10
130971,0,0,0,0,0,0,0,0,0,0
130972,0,0,0,0,27,0,0,0,0,0
130973,0,0,0,0,0,0,0,0,0,0
130974,14,5,17,31,0,23,10,20,30,0
130975,0,0,0,0,0,0,0,14,0,0
130976,9,0,0,0,9,0,0,0,0,0
130977,0,7,9,0,16,19,5,10,20,0
130978,0,0,0,0,0,0,0,0,0,0
130979,1,1,1,1,1,1,1,1,1,1
130980,11,11,11,11,11,11,11,11,11,11
130981,12,12,12,12,12,12,12,12,12,12
130982,0,19,0,0,34,0,20,7,41,19
130983,0,0,0,15,0,3,0,0,0,0
130984,0,0,0,0,0,0,0,0,0,0
130985,11,11,11,11,11,11,18,11,11,11
130986,9,0,0,0,24,0,0,0,20,0
130987,26,22,15,18,13,27,14,18,13,17
130988,0,17,0,0,0,0,0,0,17,10
130989,0,0,2,19,0,0,0,0,0,0
130990,0,0,0,8,0,0,16,0,0,12
130991,11,11,11,11,11,11,11,11,11,11
130992,0,0,0,28,9,17,0,0,15,22
130993,21,0,0,0,0,0,0,18,13,9
130994,8,22,8,20,8,8,10,22,8,8
130995,0,0,0,0,0,0,0,0,0,0
130996,0,0,0,0,0,0,0,0,0,0
130997,0,0,0,0,0,0,0,0,0,0
130998,30,0,40,0,0,0,35,0,0,0
130999,1,22,8,12,1,1,15,1,30,1
131000,0,0,0,16,24,0,0,4,0,12
131001,17,17,17,17,17,17,17,17,17,17
131002,17,17,17,17,17,25,17,17,17,17
131003,0,15,12,0,0,0,0,24,0,0
131004,17,26,21,0,0,0,0,0,0,0
131005,1,1,1,1,1,19,1,1,1,1
131006,0,0,0,0,18,17,0,27,0,8
131007,4,14,0,0,15,0,0,0,4,9
131008,0,0,0,0,0,0,0,0,0,0
131009,0,0,0,0,0,15,14,0,0,0
131010,0,0,0,0,0,0,0,0,0,0
131011,0,0,0,0,0,0,0,0,0,0
131012,0,0,0,0,0,0,0,0,0,0
131013,0,0,0,0,0,0,0,0,0,0
131014,0,22,0,0,0,9,0,0,0,0
131015,0,0,0,18,0,0,0,20,0,0
131016,0,0,0,7,0,0,0,0,0,0
131017,0,0,0,0,0,0,0,0,0,0
131018,0,0,0,0,0,0,0,0,0,0
131019,0,6,0,0,17,0,0,15,15,0
131020,0,0,33,16,0,16,19,36,0,0
131021,27,27,27,27,27,27,27,27,27,27
131022,0,0,0,0,0,0,0,0,0,0
131023,0,0,0,0,0,0,0,0,0,0
131024,0,0,0,0,0,0,0,0,0,0
131025,0,0,0,0,0,0,0,0,0,0
131026,0,0,0,0,0,17,0,0,0,24
131027,0,0,0,0,0,0,0,0,10,24
131028,0,0,0,0,0,0,0,0,0,0
131029,23,0,0,0,0,0,0,0,0,0
131030,22,19,7,0,6,0,2,19,0,0
131031,27,27,27,27,27,27,27,27,27,27
131032,0,0,0,0,0,0,0,0,0,0
131033,0,0,0,18,0,0,28,0,0,0
131034,0,0,0,0,0,0,0,0,0,0
131035,18,18,18,18,18,18,18,18,18,26
131036,16,0,14,0,25,0,16,0,0,0
131037,0,4,18,0,0,0,25,13,0,0
131038,0,0,0,0,0,0,21,0,27,0
131039,15,0,0,0,0,31,0,0,0,15
131040,0,0,0,10,0,0,0,0,0,0
131041,11,17,0,0,0,0,0,0,0,0
131042,18,20,18,13,15,6,20,16,27,5
131043,0,0,7,0,0,0,0,0,0,0
131044,0,0,0,0,0,0,0,0,0,0
131045,0,0,0,0,0,0,0,0,0,12
131047,0,0,0,0,0,0,2,17,0,0
131048,0,0,0,0,0,0,0,11,0,0
131049,0,41,18,0,37,8,8,0,0,0
131050,21,21,21,21,32,21,28,21,21,21
131051,21,21,21,21,21,21,21,21,21,21
131052,20,17,30,13,26,23,13,0,7,0
131053,0,0,0,0,0,0,0,0,0,0
131054,0,0,0,0,8,0,18,0,0,0
131055,0,7,0,0,0,6,0,0,0,0
131056,16,16,16,16,16,16,16,16,16,16
131057,22,22,22,22,22,22,22,22,22,22
131058,13,0,0,0,0,10,0,0,0,0
131059,0,0,0,0,0,0,0,0,0,0
131060,30,15,42,0,21,9,25,9,45,27
131061,0,0,0,0,0,0,0,0,0,11
131062,19,19,19,19,19,19,19,19,19,19
131063,0,0,0,0,0,0,0,0,0,0
131064,0,0,0,0,0,0,0,0,0,0
131065,0,0,0,0,0,0,0,0,0,0
131066,0,13,0,19,0,0,14,0,0,17
131067,0,0,0,0,0,0,0,0,0,0
131068,17,17,17,17,17,17,17,17,17,17
131069,0,0,0,0,0,0,0,0,0,0
131070,0,0,0,0,0,0,0,0,0,0
131071,15,42,0,17,0,0,0,2,0,0
131072,0,0,0,0,0,19,0,22,0,0
131073,0,24,27,0,10,30,0,22,9,0
